"Kernel Name"	"gpu_tot_sim_insn\s*=\s*(.*)"	"gpgpu_simulation_time\s*=.*\(([0-9]+) sec\).*"	"gpu_tot_sim_cycle\s*=\s*(.*)"	"\s+L2_cache_stats_breakdown\[GLOBAL_ACC_R\]\[HIT\]\s*=\s*(.*)"	"\s+L2_cache_stats_breakdown\[GLOBAL_ACC_R\]\[TOTAL_ACCESS\]\s*=\s*(.*)"	"\s+L2_cache_stats_breakdown\[GLOBAL_ACC_W\]\[HIT\]\s*=\s*(.*)"	"\s+L2_cache_stats_breakdown\[GLOBAL_ACC_W\]\[TOTAL_ACCESS\]\s*=\s*(.*)"	"\s+Total_core_cache_stats_breakdown\[GLOBAL_ACC_R\]\[TOTAL_ACCESS\]\s*=\s*(.*)"	"\s+Total_core_cache_stats_breakdown\[GLOBAL_ACC_R\]\[HIT\]\s*=\s*(.*)"	"\s+Total_core_cache_stats_breakdown\[GLOBAL_ACC_W\]\[HIT\]\s*=\s*(.*)"	"\s+Total_core_cache_stats_breakdown\[GLOBAL_ACC_W\]\[TOTAL_ACCESS\]\s*=\s*(.*)"	"\s+Total_core_cache_stats_breakdown\[GLOBAL_ACC_R\]\[MSHR_HIT\]\s*=\s*(.*)"	"gpgpu_n_tot_w_icount\s*=\s*(.*)"	"total dram reads\s*=\s*(.*)"	"total dram writes\s*=\s*(.*)"	"kernel_launch_uid\s*=\s*(.*)"	"gpu_ipc\s*=\s*(.*)"	"gpu_occupancy\s*=\s*(.*)%"	"L2_BW\s*=\s*(.*)+GB\/Sec"	"gpgpu_simulation_rate\s+=\s+(.*)\s+\(inst\/sec\)"	"gpgpu_simulation_rate\s+=\s+(.*)\s+\(cycle\/sec\)"	"gpgpu_silicon_slowdown\s*=\s*(.*)x"	"gpu_tot_ipc\s*=\s*(.*)"	"Kernel Name (Demangled)"
"_ZN2at6native27unrolled_elementwise_kernelINS0_10AddFunctorIfEENS_6detail5ArrayIPcLi3EEE16OffsetCalculatorILi2EjES8_ILi1EjENS0_6memory15LoadWithoutCastENSB_16StoreWithoutCastEEEviT_T0_T1_T2_T3_T4_--4"	15748992.0	22.0	9943.0	7336.0	43968.0	36288.0	36288.0	72576.0	0.0	36288.0	36288.0	28608.0	548856.0	36384.0	96.0	1.0	1583.9276	41.7189	""	1019045.0	331.0	4371601.0	3076.1675	"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::AddFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)"
"_ZN2at6native27unrolled_elementwise_kernelIZZZNS0_21copy_device_to_deviceERNS_14TensorIteratorEbENKUlvE0_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEE16OffsetCalculatorILi1EjESC_NS0_6memory15LoadWithoutCastENSD_16StoreWithoutCastEEEviT_T0_T1_T2_T3_T4_--0"	17926272.0	23.0	10674.0	0.0	36288.0	0.0	36288.0	36288.0	0.0	0.0	36288.0	0.0	635040.0	36288.0	41356.0	1.0	1679.4333	37.9841	""	1014362.0	333.0	4345345.0	3038.228	"void at::native::unrolled_elementwise_kernel<at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)"
"_ZN2at6native27unrolled_elementwise_kernelIZZZNS0_21copy_device_to_deviceERNS_14TensorIteratorEbENKUlvE0_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEE16OffsetCalculatorILi1EjESC_NS0_6memory15LoadWithoutCastENSD_16StoreWithoutCastEEEviT_T0_T1_T2_T3_T4_--1"	13862016.0	48.0	13435.0	207264.0	290304.0	0.0	36288.0	290304.0	0.0	0.0	36288.0	0.0	489888.0	36284.0	25396.0	1.0	1031.7838	43.2561	""	985932.0	331.0	4371601.0	2971.8972	"void at::native::unrolled_elementwise_kernel<at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)"
"volta_sgemm_64x64_nn--0"	154013184.0	130.0	37286.0	399161.0	399161.0	0.0	0.0	417312.0	132.0	0.0	0.0	18019.0	4917024.0	0.0	32.0	1.0	4130.5903	15.7532	""	1005003.0	327.0	4425076.0	3069.2712	"volta_sgemm_64x64_nn"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_16MulScalarFunctorIffEENS_6detail5ArrayIPcLi2EEEEEviT0_T1_--0"	7717488.0	106.0	31148.0	0.0	214326.0	0.0	214326.0	214326.0	0.0	0.0	214326.0	0.0	267979.0	214326.0	206760.0	1.0	247.7683	88.9559	""	937370.0	325.0	4452307.0	2884.1855	"void at::native::vectorized_elementwise_kernel<4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2> >(int, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2>)"
"_ZN2at6native27unrolled_elementwise_kernelINS0_13BUnaryFunctorINS0_16CompareEqFunctorIlEEEENS_6detail5ArrayIPcLi2EEE23TrivialOffsetCalculatorILi1EjESB_NS0_6memory12LoadWithCastILi1EEENSC_13StoreWithCastEEEviT_T0_T1_T2_T3_T4_--0"	6288648.0	12.0	7684.0	558.0	5024.0	0.0	4466.0	8931.0	1654.0	0.0	4466.0	2253.0	215550.0	4466.0	4232.0	1.0	818.4081	20.7267	""	934003.0	327.0	4425076.0	2851.2883	"void at::native::unrolled_elementwise_kernel<at::native::BUnaryFunctor<at::native::CompareEqFunctor<long> >, at::detail::Array<char*, 2>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast>(int, at::native::BUnaryFunctor<at::native::CompareEqFunctor<long> >, at::detail::Array<char*, 2>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast)"
"_Z21kernelPointwiseApply2I18TensorMaskedFillOpIfbEfbjLi1ELi2EEv10OffsetInfoIT0_T2_XT3_EES2_IT1_S4_XT4_EES4_T_--0"	36007248.0	44.0	13937.0	52789.0	52790.0	0.0	0.0	98242.0	6420.0	0.0	0.0	39032.0	1553892.0	1.0	8.0	1.0	2583.5723	92.7763	""	930648.0	327.0	4425076.0	2843.7727	"void kernelPointwiseApply2<TensorMaskedFillOp<float, bool>, float, bool, unsigned int, 1, 2>(OffsetInfo<float, unsigned int, 1>, OffsetInfo<bool, unsigned int, 2>, unsigned int, TensorMaskedFillOp<float, bool>)"
"_ZN66_GLOBAL__N__42_tmpxft_00012c42_00000000_7_SoftMax_cpp1_ii_a331004220softmax_warp_forwardIfffLi9ELb0EEEvPT0_PKT_iii--0"	78073632.0	166.0	44989.0	2848.0	214326.0	40832.0	255150.0	255150.0	3272.0	40824.0	255150.0	37552.0	2644488.0	211478.0	186572.0	1.0	1735.3938	65.2906	""	885245.0	321.0	4507788.0	2751.6758	"void (anonymous namespace)::softmax_warp_forward<float, float, float, 9, false>(float*, float const*, int, int, int)"
"_ZN2at6native66_GLOBAL__N__42_tmpxft_0001261b_00000000_7_Dropout_cpp1_ii_6a946dbb24fused_dropout_kernel_vecIffjLi1ELi4EEEvNS_4cuda6detail10TensorInfoIT_T1_EES8_NS5_IhS7_EES7_T0_St4pairImmE--1"	69058668.0	176.0	39235.0	21880.0	214326.0	0.0	267908.0	214326.0	0.0	0.0	267908.0	0.0	2213713.0	192446.0	281846.0	1.0	1760.1293	91.8559	""	838583.0	312.0	4637820.0	2684.6792	"void at::native::(anonymous namespace)::fused_dropout_kernel_vec<float, float, unsigned int, 1, 4>(at::cuda::detail::TensorInfo<float, unsigned int>, at::cuda::detail::TensorInfo<float, unsigned int>, at::cuda::detail::TensorInfo<unsigned char, unsigned int>, unsigned int, float, std::pair<unsigned long, unsigned long>)"
"_ZN2at6native27unrolled_elementwise_kernelIZZZNS0_21copy_device_to_deviceERNS_14TensorIteratorEbENKUlvE0_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEE16OffsetCalculatorILi1EjESC_NS0_6memory15LoadWithoutCastENSD_16StoreWithoutCastEEEviT_T0_T1_T2_T3_T4_--2"	17926272.0	24.0	10692.0	0.0	36288.0	0.0	36288.0	36288.0	0.0	0.0	36288.0	0.0	635040.0	36288.0	40408.0	1.0	1676.6061	38.9544	""	837414.0	314.0	4608280.0	2666.4531	"void at::native::unrolled_elementwise_kernel<at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)"
"volta_sgemm_64x64_nn--1"	138439872.0	189.0	71636.0	226807.0	426312.0	0.0	0.0	582804.0	156492.0	0.0	0.0	0.0	4365072.0	196016.0	102476.0	1.0	1932.5461	3.1249	""	827843.0	319.0	4536050.0	2587.1562	"volta_sgemm_64x64_nn"
"_ZN2at6native27unrolled_elementwise_kernelIZZZNS0_21copy_device_to_deviceERNS_14TensorIteratorEbENKUlvE0_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEE16OffsetCalculatorILi1EjESC_NS0_6memory15LoadWithoutCastENSD_16StoreWithoutCastEEEviT_T0_T1_T2_T3_T4_--3"	17926272.0	21.0	9926.0	0.0	36288.0	0.0	36288.0	36288.0	0.0	0.0	36288.0	0.0	635040.0	36288.0	20868.0	1.0	1805.9916	41.0271	""	828102.0	321.0	4507788.0	2575.6335	"void at::native::unrolled_elementwise_kernel<at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)"
"volta_sgemm_64x32_sliced1x4_tn--3"	320776704.0	264.0	72188.0	1148083.0	1265184.0	0.0	0.0	1265184.0	0.0	0.0	0.0	0.0	10075392.0	70656.0	7184.0	1.0	4443.6294	23.5309	""	871444.0	316.0	4579113.0	2756.6077	"volta_sgemm_64x32_sliced1x4_tn"
"_ZN2at6native27unrolled_elementwise_kernelINS0_10AddFunctorIfEENS_6detail5ArrayIPcLi3EEE16OffsetCalculatorILi2EjES8_ILi1EjENS0_6memory15LoadWithoutCastENSB_16StoreWithoutCastEEEviT_T0_T1_T2_T3_T4_--5"	15748992.0	21.0	9817.0	43638.0	43968.0	36288.0	36288.0	72576.0	0.0	36288.0	36288.0	28608.0	548856.0	96.0	0.0	1.0	1604.2571	42.2929	""	870371.0	317.0	4564668.0	2741.6228	"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::AddFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)"
"_ZN2at6native66_GLOBAL__N__42_tmpxft_0001261b_00000000_7_Dropout_cpp1_ii_6a946dbb24fused_dropout_kernel_vecIffjLi1ELi4EEEvNS_4cuda6detail10TensorInfoIT_T1_EES8_NS5_IhS7_EES7_T0_St4pairImmE--2"	22851072.0	25.0	10948.0	36288.0	36288.0	0.0	45360.0	36288.0	0.0	0.0	45360.0	0.0	730556.0	0.0	312.0	1.0	2087.2371	67.5315	""	870826.0	318.0	4550314.0	2732.2686	"void at::native::(anonymous namespace)::fused_dropout_kernel_vec<float, float, unsigned int, 1, 4>(at::cuda::detail::TensorInfo<float, unsigned int>, at::cuda::detail::TensorInfo<float, unsigned int>, at::cuda::detail::TensorInfo<unsigned char, unsigned int>, unsigned int, float, std::pair<unsigned long, unsigned long>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_10AddFunctorIfEENS_6detail5ArrayIPcLi3EEEEEviT0_T1_--2"	1524096.0	18.0	9361.0	36288.0	72576.0	0.0	36288.0	72576.0	0.0	0.0	36288.0	0.0	52164.0	36288.0	21144.0	1.0	162.8134	35.0896	""	864981.0	320.0	4521875.0	2701.2427	"void at::native::vectorized_elementwise_kernel<4, at::native::AddFunctor<float>, at::detail::Array<char*, 3> >(int, at::native::AddFunctor<float>, at::detail::Array<char*, 3>)"
"_ZN2at6native13reduce_kernelILi512ELi1ENS0_8ReduceOpIfNS0_7MeanOpsIffEEjfLi4EEEEEvT1_--1"	2381700.0	10.0	8505.0	36288.0	36288.0	330.0	378.0	36288.0	0.0	330.0	378.0	0.0	83814.0	0.0	28.0	1.0	280.0353	24.828	""	862402.0	322.0	4493788.0	2674.9683	"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::MeanOps<float, float>, unsigned int, float, 4> >(at::native::ReduceOp<float, at::native::MeanOps<float, float>, unsigned int, float, 4>)"
"_ZN2at6native13reduce_kernelILi512ELi1ENS0_8ReduceOpIfNS0_10WelfordOpsIffifN6thrust4pairIffEEEEjfLi2EEEEEvT1_--1"	13913028.0	23.0	16691.0	36288.0	36288.0	330.0	378.0	36288.0	0.0	330.0	378.0	0.0	509641.0	1536.0	1632.0	1.0	833.5647	24.728	""	859989.0	326.0	4438650.0	2636.5708	"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::WelfordOps<float, float, int, float, thrust::pair<float, float> >, unsigned int, float, 2> >(at::native::ReduceOp<float, at::native::WelfordOps<float, float, int, float, thrust::pair<float, float> >, unsigned int, float, 2>)"
"_ZN2at6native27unrolled_elementwise_kernelINS0_10AddFunctorIfEENS_6detail5ArrayIPcLi3EEE16OffsetCalculatorILi2EjES8_ILi1EjENS0_6memory15LoadWithoutCastENSB_16StoreWithoutCastEEEviT_T0_T1_T2_T3_T4_--6"	15748992.0	17.0	8534.0	37418.0	37422.0	36288.0	36288.0	45360.0	6333.0	0.0	36288.0	1605.0	548856.0	1.0	0.0	1.0	1845.4408	41.9925	""	860446.0	327.0	4425076.0	2628.2251	"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::AddFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)"
"_ZN2at6native27unrolled_elementwise_kernelINS0_10MulFunctorIfEENS_6detail5ArrayIPcLi3EEE16OffsetCalculatorILi2EjES8_ILi1EjENS0_6memory15LoadWithoutCastENSB_16StoreWithoutCastEEEviT_T0_T1_T2_T3_T4_--1"	15748992.0	21.0	9958.0	43664.0	43968.0	0.0	36288.0	72576.0	4.0	0.0	36288.0	28604.0	548856.0	96.0	14256.0	1.0	1581.5416	42.2104	""	859515.0	328.0	4411585.0	2615.4976	"void at::native::unrolled_elementwise_kernel<at::native::MulFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::MulFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_13BUnaryFunctorINS0_10AddFunctorIfEEEENS_6detail5ArrayIPcLi2EEEEEviT0_T1_--1"	3548.0	4.0	5642.0	47.0	48.0	0.0	48.0	48.0	0.0	0.0	48.0	0.0	130.0	1.0	96.0	1.0	0.6289	2.8602	""	858139.0	330.0	4384848.0	2597.606	"void at::native::vectorized_elementwise_kernel<4, at::native::BUnaryFunctor<at::native::AddFunctor<float> >, at::detail::Array<char*, 2> >(int, at::native::BUnaryFunctor<at::native::AddFunctor<float> >, at::detail::Array<char*, 2>)"
"_ZN2at6native27unrolled_elementwise_kernelINS0_10DivFunctorIfEENS_6detail5ArrayIPcLi3EEE16OffsetCalculatorILi2EjES8_ILi1EjENS0_6memory15LoadWithoutCastENSB_16StoreWithoutCastEEEviT_T0_T1_T2_T3_T4_--1"	22861440.0	22.0	9855.0	37419.0	37422.0	30604.0	36288.0	45360.0	6237.0	0.0	36288.0	1701.0	798336.0	1.0	5284.0	1.0	2319.7808	42.6381	""	859720.0	331.0	4371601.0	2594.3245	"void at::native::unrolled_elementwise_kernel<at::native::DivFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::DivFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)"
"_ZN2at6native27unrolled_elementwise_kernelINS0_10AddFunctorIfEENS_6detail5ArrayIPcLi3EEE16OffsetCalculatorILi2EjES8_ILi1EjENS0_6memory15LoadWithoutCastENSB_16StoreWithoutCastEEEviT_T0_T1_T2_T3_T4_--7"	15748992.0	21.0	9855.0	43633.0	43968.0	0.0	36288.0	72576.0	32.0	0.0	36288.0	28576.0	548856.0	96.0	8684.0	1.0	1598.0713	42.1564	""	858812.0	332.0	4358433.0	2582.6958	"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::AddFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)"
"volta_sgemm_128x64_tn--0"	1081002240.0	798.0	220820.0	2140064.0	2612880.0	0.0	0.0	2612880.0	0.0	0.0	0.0	0.0	33891840.0	308588.0	179020.0	1.0	4895.3999	11.7734	""	977383.0	319.0	4536050.0	3062.1716	"volta_sgemm_128x64_tn"
"_ZN2at6native27unrolled_elementwise_kernelINS0_10AddFunctorIfEENS_6detail5ArrayIPcLi3EEE16OffsetCalculatorILi2EjES8_ILi1EjENS0_6memory15LoadWithoutCastENSB_16StoreWithoutCastEEEviT_T0_T1_T2_T3_T4_--8"	62995968.0	74.0	20299.0	26451.0	172832.0	145152.0	145152.0	290304.0	61646.0	145152.0	145152.0	55826.0	2195424.0	145536.0	6276.0	1.0	3103.4026	86.0679	""	974647.0	318.0	4550314.0	3062.9429	"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::AddFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_16MulScalarFunctorIffEENS_6detail5ArrayIPcLi2EEEEEviT0_T1_--1"	5225472.0	55.0	20540.0	96380.0	145152.0	0.0	145152.0	145152.0	0.0	0.0	145152.0	0.0	181440.0	48772.0	142972.0	1.0	254.4047	73.4477	""	960689.0	319.0	4536050.0	3010.7815	"void at::native::vectorized_elementwise_kernel<4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2> >(int, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4EZNS0_68_GLOBAL__N__44_tmpxft_000124ca_00000000_7_PowKernel_cpp1_ii_639c21f929pow_tensor_scalar_kernel_implIffEEvRNS_14TensorIteratorET0_EUlfE1_NS_6detail5ArrayIPcLi2EEEEEviS6_T1_--0"	6386688.0	78.0	24734.0	32.0	145152.0	0.0	145152.0	145152.0	0.0	0.0	145152.0	0.0	217728.0	145120.0	168232.0	1.0	258.2149	88.2854	""	941347.0	319.0	4536050.0	2950.5681	"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIterator&, float)::{lambda(float)#3}, at::detail::Array<char*, 2> >(int, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIterator&, float)::{lambda(float)#3}, at::detail::Array<char*, 2>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_16MulScalarFunctorIffEENS_6detail5ArrayIPcLi2EEEEEviT0_T1_--2"	5225472.0	59.0	20910.0	40984.0	145152.0	0.0	145152.0	145152.0	0.0	0.0	145152.0	0.0	181440.0	104168.0	131744.0	1.0	249.903	78.6327	""	927383.0	319.0	4536050.0	2901.5305	"void at::native::vectorized_elementwise_kernel<4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2> >(int, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_10AddFunctorIfEENS_6detail5ArrayIPcLi3EEEEEviT0_T1_--3"	6096384.0	144.0	37095.0	2344.0	290304.0	0.0	145152.0	290304.0	0.0	0.0	145152.0	0.0	208656.0	287960.0	198564.0	1.0	164.3452	84.284	""	893370.0	317.0	4564668.0	2816.1116	"void at::native::vectorized_elementwise_kernel<4, at::native::AddFunctor<float>, at::detail::Array<char*, 3> >(int, at::native::AddFunctor<float>, at::detail::Array<char*, 3>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_16MulScalarFunctorIffEENS_6detail5ArrayIPcLi2EEEEEviT0_T1_--3"	5225472.0	60.0	20422.0	7548.0	145152.0	0.0	145152.0	145152.0	0.0	0.0	145152.0	0.0	181440.0	137604.0	99572.0	1.0	255.8746	84.4224	""	880662.0	317.0	4564668.0	2772.8687	"void at::native::vectorized_elementwise_kernel<4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2> >(int, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_16tanh_kernel_cudaERNS_14TensorIteratorEENKUlvE_clEvENKUlvE0_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_--0"	19634998.0	66.0	20586.0	45704.0	145152.0	0.0	145152.0	145152.0	0.0	0.0	145152.0	0.0	1015833.0	99448.0	133808.0	1.0	953.8035	79.0197	""	870725.0	317.0	4564668.0	2742.416	"void at::native::vectorized_elementwise_kernel<4, at::native::tanh_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2> >(int, at::native::tanh_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_13BUnaryFunctorINS0_10AddFunctorIfEEEENS_6detail5ArrayIPcLi2EEEEEviT0_T1_--2"	5515776.0	62.0	21418.0	47484.0	145152.0	0.0	145152.0	145152.0	0.0	0.0	145152.0	0.0	190512.0	97668.0	147320.0	1.0	257.5299	77.7958	""	858407.0	317.0	4564668.0	2699.8765	"void at::native::vectorized_elementwise_kernel<4, at::native::BUnaryFunctor<at::native::AddFunctor<float> >, at::detail::Array<char*, 2> >(int, at::native::BUnaryFunctor<at::native::AddFunctor<float> >, at::detail::Array<char*, 2>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_10MulFunctorIfEENS_6detail5ArrayIPcLi3EEEEEviT0_T1_--0"	6096384.0	144.0	36755.0	4352.0	290304.0	0.0	145152.0	290304.0	0.0	0.0	145152.0	0.0	208656.0	285952.0	199248.0	1.0	165.8654	84.8107	""	829598.0	315.0	4593650.0	2627.5571	"void at::native::vectorized_elementwise_kernel<4, at::native::MulFunctor<float>, at::detail::Array<char*, 3> >(int, at::native::MulFunctor<float>, at::detail::Array<char*, 3>)"
"_ZN2at6native66_GLOBAL__N__42_tmpxft_0001261b_00000000_7_Dropout_cpp1_ii_6a946dbb24fused_dropout_kernel_vecIffjLi1ELi4EEEvNS_4cuda6detail10TensorInfoIT_T1_EES8_NS5_IhS7_EES7_T0_St4pairImmE--3"	51211776.0	89.0	25729.0	9088.0	145152.0	0.0	181440.0	145152.0	0.0	0.0	181440.0	0.0	1642944.0	136064.0	125876.0	1.0	1990.4301	89.0122	""	824170.0	315.0	4593650.0	2615.0779	"void at::native::(anonymous namespace)::fused_dropout_kernel_vec<float, float, unsigned int, 1, 4>(at::cuda::detail::TensorInfo<float, unsigned int>, at::cuda::detail::TensorInfo<float, unsigned int>, at::cuda::detail::TensorInfo<unsigned char, unsigned int>, unsigned int, float, std::pair<unsigned long, unsigned long>)"
"volta_sgemm_32x128_tn--0"	1394740224.0	1099.0	254695.0	3680242.0	4179630.0	855.0	864.0	4231872.0	29957.0	1.0	864.0	22285.0	44209986.0	402681.0	140836.0	1.0	5476.1191	48.032	""	917008.0	297.0	4872053.0	3079.7207	"volta_sgemm_32x128_tn"
