"Kernel Name"	"gpu_tot_sim_insn\s*=\s*(.*)"	"gpgpu_simulation_time\s*=.*\(([0-9]+) sec\).*"	"gpu_tot_sim_cycle\s*=\s*(.*)"	"\s+L2_cache_stats_breakdown\[GLOBAL_ACC_R\]\[HIT\]\s*=\s*(.*)"	"\s+L2_cache_stats_breakdown\[GLOBAL_ACC_R\]\[TOTAL_ACCESS\]\s*=\s*(.*)"	"\s+L2_cache_stats_breakdown\[GLOBAL_ACC_W\]\[HIT\]\s*=\s*(.*)"	"\s+L2_cache_stats_breakdown\[GLOBAL_ACC_W\]\[TOTAL_ACCESS\]\s*=\s*(.*)"	"\s+Total_core_cache_stats_breakdown\[GLOBAL_ACC_R\]\[TOTAL_ACCESS\]\s*=\s*(.*)"	"\s+Total_core_cache_stats_breakdown\[GLOBAL_ACC_R\]\[HIT\]\s*=\s*(.*)"	"\s+Total_core_cache_stats_breakdown\[GLOBAL_ACC_W\]\[HIT\]\s*=\s*(.*)"	"\s+Total_core_cache_stats_breakdown\[GLOBAL_ACC_W\]\[TOTAL_ACCESS\]\s*=\s*(.*)"	"\s+Total_core_cache_stats_breakdown\[GLOBAL_ACC_R\]\[MSHR_HIT\]\s*=\s*(.*)"	"gpgpu_n_tot_w_icount\s*=\s*(.*)"	"total dram reads\s*=\s*(.*)"	"total dram writes\s*=\s*(.*)"	"kernel_launch_uid\s*=\s*(.*)"	"gpu_ipc\s*=\s*(.*)"	"gpu_occupancy\s*=\s*(.*)%"	"L2_BW\s*=\s*(.*)+GB\/Sec"	"gpgpu_simulation_rate\s+=\s+(.*)\s+\(inst\/sec\)"	"gpgpu_simulation_rate\s+=\s+(.*)\s+\(cycle\/sec\)"	"gpgpu_silicon_slowdown\s*=\s*(.*)x"	"gpu_tot_ipc\s*=\s*(.*)"	"Kernel Name (Demangled)"
"_ZN2at6native27unrolled_elementwise_kernelINS0_10AddFunctorIfEENS_6detail5ArrayIPcLi3EEE16OffsetCalculatorILi2EjES8_ILi1EjENS0_6memory15LoadWithoutCastENSB_16StoreWithoutCastEEEviT_T0_T1_T2_T3_T4_--97"	15748992.0	22.0	10010.0	43625.0	43968.0	0.0	36288.0	72576.0	0.0	0.0	36288.0	28608.0	548856.0	96.0	9108.0	1.0	1573.3259	42.1586	""	924195.0	299.0	4839464.0	3089.2429	"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::AddFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)"
"volta_sgemm_128x64_tn--9"	1081002240.0	820.0	220410.0	2112645.0	2612880.0	0.0	0.0	2612880.0	0.0	0.0	0.0	0.0	33891840.0	308596.0	178840.0	1.0	4904.5063	11.7695	""	930654.0	298.0	4855704.0	3116.0205	"volta_sgemm_128x64_tn"
"_ZN2at6native27unrolled_elementwise_kernelINS0_10AddFunctorIfEENS_6detail5ArrayIPcLi3EEE16OffsetCalculatorILi2EjES8_ILi1EjENS0_6memory15LoadWithoutCastENSB_16StoreWithoutCastEEEviT_T0_T1_T2_T3_T4_--98"	62995968.0	75.0	19915.0	26330.0	172832.0	145152.0	145152.0	290304.0	62096.0	145152.0	145152.0	55376.0	2195424.0	145536.0	6032.0	1.0	3163.2422	86.6452	""	930518.0	298.0	4855704.0	3116.0833	"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::AddFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_16MulScalarFunctorIffEENS_6detail5ArrayIPcLi2EEEEEviT0_T1_--37"	5225472.0	55.0	20615.0	96928.0	145152.0	0.0	145152.0	145152.0	0.0	0.0	145152.0	0.0	181440.0	48224.0	142268.0	1.0	253.4791	73.8278	""	929602.0	298.0	4855704.0	3112.1445	"void at::native::vectorized_elementwise_kernel<4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2> >(int, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4EZNS0_68_GLOBAL__N__44_tmpxft_000124ca_00000000_7_PowKernel_cpp1_ii_639c21f929pow_tensor_scalar_kernel_implIffEEvRNS_14TensorIteratorET0_EUlfE1_NS_6detail5ArrayIPcLi2EEEEEviS6_T1_--9"	6386688.0	81.0	24609.0	0.0	145152.0	0.0	145152.0	145152.0	0.0	0.0	145152.0	0.0	217728.0	145152.0	168548.0	1.0	259.5265	88.094	""	928231.0	298.0	4855704.0	3107.4666	"void at::native::vectorized_elementwise_kernel<4, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIterator&, float)::{lambda(float)#3}, at::detail::Array<char*, 2> >(int, at::native::(anonymous namespace)::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIterator&, float)::{lambda(float)#3}, at::detail::Array<char*, 2>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_16MulScalarFunctorIffEENS_6detail5ArrayIPcLi2EEEEEviT0_T1_--38"	5225472.0	60.0	20641.0	40948.0	145152.0	0.0	145152.0	145152.0	0.0	0.0	145152.0	0.0	181440.0	104204.0	133624.0	1.0	253.1598	78.7061	""	927227.0	298.0	4855704.0	3103.5461	"void at::native::vectorized_elementwise_kernel<4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2> >(int, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_10AddFunctorIfEENS_6detail5ArrayIPcLi3EEEEEviT0_T1_--30"	6096384.0	144.0	36202.0	3912.0	290304.0	0.0	145152.0	290304.0	0.0	0.0	145152.0	0.0	208656.0	286392.0	197072.0	1.0	168.3991	84.5328	""	924701.0	298.0	4855704.0	3096.4924	"void at::native::vectorized_elementwise_kernel<4, at::native::AddFunctor<float>, at::detail::Array<char*, 3> >(int, at::native::AddFunctor<float>, at::detail::Array<char*, 3>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_16MulScalarFunctorIffEENS_6detail5ArrayIPcLi2EEEEEviT0_T1_--39"	5225472.0	62.0	20648.0	5696.0	145152.0	0.0	145152.0	145152.0	0.0	0.0	145152.0	0.0	181440.0	139456.0	101264.0	1.0	253.074	84.6979	""	923669.0	298.0	4855704.0	3092.6001	"void at::native::vectorized_elementwise_kernel<4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2> >(int, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_16tanh_kernel_cudaERNS_14TensorIteratorEENKUlvE_clEvENKUlvE0_clEvEUlfE_NS_6detail5ArrayIPcLi2EEEEEviT0_T1_--9"	19632824.0	69.0	21011.0	43288.0	145152.0	0.0	145152.0	145152.0	0.0	0.0	145152.0	0.0	1015679.0	101864.0	133488.0	1.0	934.4069	79.5491	""	922797.0	298.0	4855704.0	3089.5979	"void at::native::vectorized_elementwise_kernel<4, at::native::tanh_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2> >(int, at::native::tanh_kernel_cuda(at::TensorIterator&)::{lambda()#1}::operator()() const::{lambda()#2}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_13BUnaryFunctorINS0_10AddFunctorIfEEEENS_6detail5ArrayIPcLi2EEEEEviT0_T1_--29"	5515776.0	64.0	21669.0	44376.0	145152.0	0.0	145152.0	145152.0	0.0	0.0	145152.0	0.0	190512.0	100776.0	147748.0	1.0	254.5469	78.4851	""	921740.0	298.0	4855704.0	3085.5369	"void at::native::vectorized_elementwise_kernel<4, at::native::BUnaryFunctor<at::native::AddFunctor<float> >, at::detail::Array<char*, 2> >(int, at::native::BUnaryFunctor<at::native::AddFunctor<float> >, at::detail::Array<char*, 2>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_10MulFunctorIfEENS_6detail5ArrayIPcLi3EEEEEviT0_T1_--9"	6096384.0	145.0	36610.0	2624.0	290304.0	0.0	145152.0	290304.0	0.0	0.0	145152.0	0.0	208656.0	287680.0	197692.0	1.0	166.5224	84.8004	""	919228.0	298.0	4855704.0	3078.4895	"void at::native::vectorized_elementwise_kernel<4, at::native::MulFunctor<float>, at::detail::Array<char*, 3> >(int, at::native::MulFunctor<float>, at::detail::Array<char*, 3>)"
"_ZN2at6native66_GLOBAL__N__42_tmpxft_0001261b_00000000_7_Dropout_cpp1_ii_6a946dbb24fused_dropout_kernel_vecIffjLi1ELi4EEEvNS_4cuda6detail10TensorInfoIT_T1_EES8_NS5_IhS7_EES7_T0_St4pairImmE--48"	51211776.0	92.0	25993.0	8000.0	145152.0	0.0	181440.0	145152.0	0.0	0.0	181440.0	0.0	1642944.0	137152.0	126692.0	1.0	1970.2141	89.4331	""	918573.0	298.0	4855704.0	3076.593	"void at::native::(anonymous namespace)::fused_dropout_kernel_vec<float, float, unsigned int, 1, 4>(at::cuda::detail::TensorInfo<float, unsigned int>, at::cuda::detail::TensorInfo<float, unsigned int>, at::cuda::detail::TensorInfo<unsigned char, unsigned int>, unsigned int, float, std::pair<unsigned long, unsigned long>)"
"volta_sgemm_32x128_tn--9"	1393008448.0	1135.0	256743.0	3670606.0	4171312.0	855.0	864.0	4231872.0	29363.0	0.0	864.0	31197.0	44155868.0	402760.0	139620.0	1.0	5425.6919	48.0769	""	925310.0	296.0	4888513.0	3115.6387	"volta_sgemm_32x128_tn"
"_ZN2at6native27unrolled_elementwise_kernelINS0_10AddFunctorIfEENS_6detail5ArrayIPcLi3EEE16OffsetCalculatorILi2EjES8_ILi1EjENS0_6memory15LoadWithoutCastENSB_16StoreWithoutCastEEEviT_T0_T1_T2_T3_T4_--99"	15748992.0	23.0	9891.0	7336.0	43968.0	36288.0	36288.0	72576.0	7.0	36288.0	36288.0	28601.0	548856.0	36384.0	140.0	1.0	1592.2548	41.6642	""	925204.0	297.0	4872053.0	3114.6638	"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::AddFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)"
"_ZN2at6native66_GLOBAL__N__42_tmpxft_0001261b_00000000_7_Dropout_cpp1_ii_6a946dbb24fused_dropout_kernel_vecIffjLi1ELi4EEEvNS_4cuda6detail10TensorInfoIT_T1_EES8_NS5_IhS7_EES7_T0_St4pairImmE--49"	22851072.0	25.0	10898.0	36288.0	36288.0	0.0	45360.0	36288.0	0.0	0.0	45360.0	0.0	730556.0	0.0	16.0	1.0	2096.8135	68.0321	""	925199.0	297.0	4872053.0	3113.9465	"void at::native::(anonymous namespace)::fused_dropout_kernel_vec<float, float, unsigned int, 1, 4>(at::cuda::detail::TensorInfo<float, unsigned int>, at::cuda::detail::TensorInfo<float, unsigned int>, at::cuda::detail::TensorInfo<unsigned char, unsigned int>, unsigned int, float, std::pair<unsigned long, unsigned long>)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_10AddFunctorIfEENS_6detail5ArrayIPcLi3EEEEEviT0_T1_--31"	1524096.0	16.0	8225.0	36288.0	72576.0	36288.0	36288.0	72576.0	0.0	0.0	36288.0	0.0	52164.0	36288.0	0.0	1.0	185.3004	37.5784	""	924944.0	297.0	4872053.0	3112.3901	"void at::native::vectorized_elementwise_kernel<4, at::native::AddFunctor<float>, at::detail::Array<char*, 3> >(int, at::native::AddFunctor<float>, at::detail::Array<char*, 3>)"
"_ZN2at6native66_GLOBAL__N__42_tmpxft_0001261b_00000000_7_Dropout_cpp1_ii_6a946dbb24fused_dropout_kernel_vecIffjLi1ELi4EEEvNS_4cuda6detail10TensorInfoIT_T1_EES8_NS5_IhS7_EES7_T0_St4pairImmE--50"	22851072.0	26.0	10885.0	36288.0	36288.0	36288.0	45360.0	36288.0	0.0	0.0	45360.0	0.0	730556.0	0.0	0.0	1.0	2099.3176	67.8973	""	924921.0	297.0	4872053.0	3111.678	"void at::native::(anonymous namespace)::fused_dropout_kernel_vec<float, float, unsigned int, 1, 4>(at::cuda::detail::TensorInfo<float, unsigned int>, at::cuda::detail::TensorInfo<float, unsigned int>, at::cuda::detail::TensorInfo<unsigned char, unsigned int>, unsigned int, float, std::pair<unsigned long, unsigned long>)"
"_ZN2at6native13reduce_kernelILi512ELi1ENS0_8ReduceOpIfNS0_7MeanOpsIffEEjfLi4EEEEEvT1_--20"	2381700.0	10.0	8592.0	36288.0	36288.0	330.0	378.0	36288.0	0.0	330.0	378.0	0.0	83814.0	0.0	0.0	1.0	277.1997	24.8259	""	924789.0	297.0	4872053.0	3110.1064	"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::MeanOps<float, float>, unsigned int, float, 4> >(at::native::ReduceOp<float, at::native::MeanOps<float, float>, unsigned int, float, 4>)"
"_ZN2at6native13reduce_kernelILi512ELi1ENS0_8ReduceOpIfNS0_10WelfordOpsIffifN6thrust4pairIffEEEEjfLi2EEEEEvT1_--20"	13970008.0	24.0	17358.0	36288.0	36288.0	330.0	378.0	36288.0	0.0	330.0	378.0	0.0	545460.0	1536.0	0.0	1.0	804.8167	24.7536	""	924631.0	297.0	4872053.0	3107.5266	"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::WelfordOps<float, float, int, float, thrust::pair<float, float> >, unsigned int, float, 2> >(at::native::ReduceOp<float, at::native::WelfordOps<float, float, int, float, thrust::pair<float, float> >, unsigned int, float, 2>)"
"_ZN2at6native27unrolled_elementwise_kernelINS0_10AddFunctorIfEENS_6detail5ArrayIPcLi3EEE16OffsetCalculatorILi2EjES8_ILi1EjENS0_6memory15LoadWithoutCastENSB_16StoreWithoutCastEEEviT_T0_T1_T2_T3_T4_--100"	15748992.0	17.0	8585.0	37418.0	37422.0	36288.0	36288.0	45360.0	6283.0	0.0	36288.0	1655.0	548856.0	1.0	0.0	1.0	1834.4778	42.0065	""	924632.0	297.0	4872053.0	3106.8225	"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::AddFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)"
"_ZN2at6native27unrolled_elementwise_kernelINS0_10MulFunctorIfEENS_6detail5ArrayIPcLi3EEE16OffsetCalculatorILi2EjES8_ILi1EjENS0_6memory15LoadWithoutCastENSB_16StoreWithoutCastEEEviT_T0_T1_T2_T3_T4_--20"	15748992.0	21.0	9888.0	43626.0	43968.0	0.0	36288.0	72576.0	0.0	0.0	36288.0	28608.0	548856.0	96.0	0.0	1.0	1592.7379	42.2938	""	924561.0	297.0	4872053.0	3105.8586	"void at::native::unrolled_elementwise_kernel<at::native::MulFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::MulFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_13BUnaryFunctorINS0_10AddFunctorIfEEEENS_6detail5ArrayIPcLi2EEEEEviT0_T1_--30"	3548.0	4.0	5641.0	47.0	48.0	0.0	48.0	48.0	0.0	0.0	48.0	0.0	130.0	1.0	0.0	1.0	0.629	2.8565	""	924491.0	297.0	4872053.0	3104.7312	"void at::native::vectorized_elementwise_kernel<4, at::native::BUnaryFunctor<at::native::AddFunctor<float> >, at::detail::Array<char*, 2> >(int, at::native::BUnaryFunctor<at::native::AddFunctor<float> >, at::detail::Array<char*, 2>)"
"_ZN2at6native27unrolled_elementwise_kernelINS0_10DivFunctorIfEENS_6detail5ArrayIPcLi3EEE16OffsetCalculatorILi2EjES8_ILi1EjENS0_6memory15LoadWithoutCastENSB_16StoreWithoutCastEEEviT_T0_T1_T2_T3_T4_--20"	22861440.0	23.0	9870.0	37418.0	37422.0	0.0	36288.0	45360.0	6190.0	0.0	36288.0	1748.0	798336.0	1.0	6701.0	1.0	2316.2554	42.6339	""	924521.0	297.0	4872053.0	3104.2305	"void at::native::unrolled_elementwise_kernel<at::native::DivFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::DivFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)"
"_ZN2at6native27unrolled_elementwise_kernelINS0_10AddFunctorIfEENS_6detail5ArrayIPcLi3EEE16OffsetCalculatorILi2EjES8_ILi1EjENS0_6memory15LoadWithoutCastENSB_16StoreWithoutCastEEEviT_T0_T1_T2_T3_T4_--101"	15748992.0	21.0	9892.0	43644.0	43968.0	0.0	36288.0	72576.0	0.0	0.0	36288.0	28608.0	548856.0	96.0	3624.0	1.0	1592.0939	42.4195	""	924451.0	297.0	4872053.0	3103.2688	"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::AddFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)"
"volta_sgemm_64x32_sliced1x4_tn--40"	320776704.0	269.0	71851.0	1147319.0	1265184.0	0.0	0.0	1265184.0	0.0	0.0	0.0	0.0	10075392.0	70656.0	68224.0	1.0	4464.4712	23.52	""	925825.0	297.0	4872053.0	3109.5271	"volta_sgemm_64x32_sliced1x4_tn"
"_ZN2at6native27unrolled_elementwise_kernelINS0_10AddFunctorIfEENS_6detail5ArrayIPcLi3EEE16OffsetCalculatorILi2EjES8_ILi1EjENS0_6memory15LoadWithoutCastENSB_16StoreWithoutCastEEEviT_T0_T1_T2_T3_T4_--102"	15748992.0	21.0	9894.0	43646.0	43968.0	36288.0	36288.0	72576.0	16.0	36288.0	36288.0	28592.0	548856.0	96.0	96.0	1.0	1591.772	42.1471	""	925754.0	297.0	4872053.0	3108.5669	"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::AddFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)"
"volta_sgemm_64x32_sliced1x4_tn--41"	320776704.0	270.0	72004.0	1146506.0	1265184.0	0.0	0.0	1265184.0	0.0	0.0	0.0	0.0	10075392.0	70672.0	54580.0	1.0	4454.9844	23.5229	""	927096.0	297.0	4872053.0	3114.738	"volta_sgemm_64x32_sliced1x4_tn"
"_ZN2at6native27unrolled_elementwise_kernelINS0_10AddFunctorIfEENS_6detail5ArrayIPcLi3EEE16OffsetCalculatorILi2EjES8_ILi1EjENS0_6memory15LoadWithoutCastENSB_16StoreWithoutCastEEEviT_T0_T1_T2_T3_T4_--103"	15748992.0	22.0	9849.0	7334.0	43968.0	36288.0	36288.0	72576.0	0.0	36288.0	36288.0	28608.0	548856.0	36384.0	72.0	1.0	1599.0448	41.3637	""	927008.0	297.0	4872053.0	3113.7886	"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::AddFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)"
"volta_sgemm_64x32_sliced1x4_tn--42"	320776704.0	270.0	72385.0	1141773.0	1265184.0	0.0	0.0	1265184.0	0.0	0.0	0.0	0.0	10075392.0	70676.0	36152.0	1.0	4431.5356	23.5213	""	928336.0	297.0	4872053.0	3119.8284	"volta_sgemm_64x32_sliced1x4_tn"
"_ZN2at6native27unrolled_elementwise_kernelINS0_10AddFunctorIfEENS_6detail5ArrayIPcLi3EEE16OffsetCalculatorILi2EjES8_ILi1EjENS0_6memory15LoadWithoutCastENSB_16StoreWithoutCastEEEviT_T0_T1_T2_T3_T4_--104"	15748992.0	22.0	10063.0	7360.0	43968.0	36288.0	36288.0	72576.0	13.0	36288.0	36288.0	28595.0	548856.0	36384.0	156.0	1.0	1565.0394	41.5284	""	928248.0	297.0	4872053.0	3118.8384	"void at::native::unrolled_elementwise_kernel<at::native::AddFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::AddFunctor<float>, at::detail::Array<char*, 3>, OffsetCalculator<2, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)"
"_ZN2at6native27unrolled_elementwise_kernelIZZZNS0_21copy_device_to_deviceERNS_14TensorIteratorEbENKUlvE0_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEE16OffsetCalculatorILi1EjESC_NS0_6memory15LoadWithoutCastENSD_16StoreWithoutCastEEEviT_T0_T1_T2_T3_T4_--40"	17926272.0	22.0	10620.0	0.0	36288.0	0.0	36288.0	36288.0	0.0	0.0	36288.0	0.0	635040.0	36288.0	41232.0	1.0	1687.9729	38.1149	""	928201.0	297.0	4872053.0	3117.8774	"void at::native::unrolled_elementwise_kernel<at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)"
"_ZN2at6native27unrolled_elementwise_kernelIZZZNS0_21copy_device_to_deviceERNS_14TensorIteratorEbENKUlvE0_clEvENKUlvE2_clEvEUlfE_NS_6detail5ArrayIPcLi2EEE16OffsetCalculatorILi1EjESC_NS0_6memory15LoadWithoutCastENSD_16StoreWithoutCastEEEviT_T0_T1_T2_T3_T4_--41"	13862016.0	45.0	13185.0	205733.0	290304.0	0.0	36288.0	290304.0	0.0	0.0	36288.0	0.0	489888.0	36272.0	23952.0	1.0	1051.3474	43.3041	""	927676.0	297.0	4872053.0	3116.1558	"void at::native::unrolled_elementwise_kernel<at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, at::native::copy_device_to_device(at::TensorIterator&, bool)::{lambda()#2}::operator()() const::{lambda()#4}::operator()() const::{lambda(float)#1}, at::detail::Array<char*, 2>, OffsetCalculator<1, unsigned int>, OffsetCalculator<1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast)"
"volta_sgemm_64x64_nn--20"	154013184.0	127.0	37061.0	399155.0	399155.0	0.0	0.0	417312.0	131.0	0.0	0.0	18026.0	4917024.0	0.0	20.0	1.0	4155.6675	15.7587	""	928355.0	297.0	4872053.0	3118.5845	"volta_sgemm_64x64_nn"
"_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_16MulScalarFunctorIffEENS_6detail5ArrayIPcLi2EEEEEviT0_T1_--40"	7717488.0	102.0	31115.0	0.0	214326.0	0.0	214326.0	214326.0	0.0	0.0	214326.0	0.0	267979.0	214326.0	207900.0	1.0	248.0311	88.7981	""	926726.0	297.0	4872053.0	3112.9648	"void at::native::vectorized_elementwise_kernel<4, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2> >(int, at::native::MulScalarFunctor<float, float>, at::detail::Array<char*, 2>)"
"_ZN2at6native27unrolled_elementwise_kernelINS0_13BUnaryFunctorINS0_16CompareEqFunctorIlEEEENS_6detail5ArrayIPcLi2EEE23TrivialOffsetCalculatorILi1EjESB_NS0_6memory12LoadWithCastILi1EEENSC_13StoreWithCastEEEviT_T0_T1_T2_T3_T4_--10"	6288648.0	11.0	7717.0	558.0	5024.0	0.0	4466.0	8931.0	1658.0	0.0	4466.0	2249.0	215550.0	4466.0	4624.0	1.0	814.9084	20.8047	""	926653.0	297.0	4872053.0	3111.8496	"void at::native::unrolled_elementwise_kernel<at::native::BUnaryFunctor<at::native::CompareEqFunctor<long> >, at::detail::Array<char*, 2>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast>(int, at::native::BUnaryFunctor<at::native::CompareEqFunctor<long> >, at::detail::Array<char*, 2>, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, at::native::memory::LoadWithCast<1>, at::native::memory::StoreWithCast)"
"_Z21kernelPointwiseApply2I18TensorMaskedFillOpIfbEfbjLi1ELi2EEv10OffsetInfoIT0_T2_XT3_EES2_IT1_S4_XT4_EES4_T_--10"	36007248.0	42.0	13869.0	52286.0	52287.0	0.0	0.0	98242.0	7395.0	0.0	0.0	38560.0	1553892.0	1.0	0.0	1.0	2596.2397	92.7995	""	926599.0	297.0	4872053.0	3111.4001	"void kernelPointwiseApply2<TensorMaskedFillOp<float, bool>, float, bool, unsigned int, 1, 2>(OffsetInfo<float, unsigned int, 1>, OffsetInfo<bool, unsigned int, 2>, unsigned int, TensorMaskedFillOp<float, bool>)"
